EXTERNALIDENTIFIER,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
555589214,4.75,2.75,8.25,8.25,2.75,4,0.75,3.01,PICK_MODULE,37.93,8.581818182,49,25,6,12,MATRIX,Y
569744855,10,5,13,13,5,1,11.39,11.39,PICK_MODULE,59.63,8.581818182,8,4,1,2,MATRIX,Y
9259054,2.5,1.9,6.5,6.5,1.9,12,0.25,3,PICK_MODULE,19.02,8.581818182,170,86,20,42,MATRIX,Y
552258942,4,3,5.5,5.5,3,36,0.35,12.58,PICK_MODULE,181.74,8.581818182,80,40,9,20,MATRIX,Y
555045189,4.75,3,3,4.75,3,2,1.15,2.31,PICK_MODULE,72.76,8.563636364,123,62,14,31,MATRIX,Y
570658828,2,6,6,6,2,4,0.75,3.01,PICK_MODULE,45.02,8.563636364,73,37,9,18,MATRIX,Y
564613278,10.75,10.5,2.25,10.75,2.25,5,1.2,6.02,PICK_MODULE,153.88,8.563636364,21,10,2,5,MATRIX,Y
576223215,3.75,7,2.5,7,2.5,6,0.5,3.01,PICK_MODULE,148.31,8.545454545,80,41,9,20,MATRIX,Y
567144497,6,3,8.5,8.5,3,6,0.2,1.2,PICK_MODULE,57.62,8.545454545,34,17,4,9,MATRIX,Y
550154993,1.5,3,2,3,1.5,12,0.1,1.2,PICK_MODULE,22,8.545454545,583,296,69,146,MATRIX,Y
576163297,5,2,7,7,2,6,0.45,2.71,PICK_MODULE,222.1,8.527272727,75,38,9,19,MATRIX,Y
574131702,4.5,3.5,6.5,6.5,3.5,6,0.25,1.5,PICK_MODULE,195.38,8.527272727,51,26,6,13,MATRIX,Y
564250245,2.5,8,2.5,8,2.5,4,1.15,4.61,PICK_MODULE,164.69,8.509090909,105,53,12,26,MATRIX,Y
558275456,10.25,1.5,5,10.25,1.5,12,0.75,9.03,PICK_MODULE,69.47,8.490909091,68,35,8,17,MATRIX,Y
555255792,6,2.5,5,6,2.5,6,0.65,3.9,PICK_MODULE,15.31,8.454545455,70,35,8,17,MATRIX,Y
1494530,7.5,11.25,7.5,11.25,7.5,1,4.87,4.87,PICK_MODULE,71.7,8.436363636,8,4,1,2,MATRIX,Y
567272200,8.75,3,3,8.75,3,24,0.05,1.2,PICK_MODULE,39.41,8.436363636,67,34,8,17,MATRIX,Y
552239715,4,2,5.25,5.25,2,6,0.4,2.4,PICK_MODULE,39,8.418181818,125,63,15,31,MATRIX,Y
574566228,7.2,10,10.1,10.1,7.2,1,5.52,5.52,PICK_MODULE,55.12,8.418181818,7,4,1,2,MATRIX,Y
575083234,6,2,12,12,2,2,0.35,0.7,PICK_MODULE,66.82,8.4,36,18,4,9,MATRIX,Y
571887799,8,2.3,10,10,2.3,3,0.7,2.1,PICK_MODULE,71.26,8.4,29,14,3,7,MATRIX,Y
567283609,12.5,9.5,13,13,9.5,1,5.82,5.82,PICK_MODULE,28.98,8.381818182,3,2,0,1,MATRIX,Y
565715489,3.75,8.25,2.25,8.25,2.25,12,1.04,12.5,PICK_MODULE,32.22,8.381818182,75,38,9,19,MATRIX,Y
575487839,10.25,7,5.25,10.25,5.25,2,4.11,8.23,PICK_MODULE,66.54,8.363636364,14,7,2,3,MATRIX,Y
558275913,6,5.5,3.25,6,3.25,4,0.5,2,PICK_MODULE,27.2,8.363636364,49,25,6,12,MATRIX,Y
568376872,13.5,5,9.75,13.5,5,2,2.11,4.21,PICK_MODULE,33.34,8.363636364,8,4,1,2,MATRIX,Y
575454494,6.25,1.5,3.75,6.25,1.5,12,0.55,6.61,PICK_MODULE,29.56,8.345454545,149,76,18,37,MATRIX,Y
576408294,4,1.5,2.5,4,1.5,12,0.1,1.19,PICK_MODULE,40.36,8.327272727,350,177,41,87,MATRIX,Y
556554274,4,7,3,7,3,4,0.3,1.2,PICK_MODULE,187.3,8.327272727,63,32,7,16,MATRIX,Y
551932366,2.5,7.5,2.25,7.5,2.25,6,0.65,3.91,PICK_MODULE,288.35,8.309090909,124,63,15,31,MATRIX,Y
573572908,15,2,20.5,20.5,2,6,1.1,6.61,PICK_MODULE,206.58,8.309090909,9,4,1,2,MATRIX,Y
428446,7,3,3,7,3,12,0.55,6.62,PICK_MODULE,29.25,8.309090909,83,42,10,21,MATRIX,Y
571679913,10,3,13,13,3,3,1.2,3.61,PICK_MODULE,54.17,8.290909091,13,7,2,3,MATRIX,Y
572753018,2,7,7,7,2,6,1.2,7.22,PICK_MODULE,65.19,8.290909091,54,27,6,13,MATRIX,Y
568263790,10.5,3,22,22,3,3,1.6,4.81,PICK_MODULE,122.87,8.290909091,8,4,1,2,MATRIX,Y
568545925,14,4.5,11.5,14,4.5,3,5.57,16.71,PICK_MODULE,50.42,8.290909091,7,4,1,2,MATRIX,Y
567363810,8,2,6,8,2,8,0.2,1.6,PICK_MODULE,19.35,8.254545455,55,28,6,14,MATRIX,Y
875696,11,9,8,11,8,1,7.02,7.02,PICK_MODULE,50.49,8.254545455,7,3,1,2,MATRIX,Y
573338015,22,6,7.5,22,6,2,2.01,4.01,PICK_MODULE,32.04,8.254545455,5,3,1,1,MATRIX,Y
575344151,11.5,5,10.5,11.5,5,6,2.11,12.64,PICK_MODULE,49.58,8.254545455,9,4,1,2,MATRIX,Y
260096953,8,8.05,10,10,8,1,14.25,14.25,PICK_MODULE,26.47,8.254545455,8,4,1,2,MATRIX,Y
567171302,3.5,2.25,4,4,2.25,6,0.05,0.3,PICK_MODULE,119.11,8.236363636,167,84,20,42,MATRIX,Y
552982363,3.25,7.25,3.25,7.25,3.25,6,1.8,10.82,PICK_MODULE,21.58,8.236363636,69,35,8,17,MATRIX,Y
556269216,3.25,1.25,1.25,3.25,1.25,192,0.05,9.35,PICK_MODULE,92.62,8.236363636,1034,524,122,258,MATRIX,Y
4065029,11,7.65,12,12,7.65,2,2.66,5.32,PICK_MODULE,25.34,8.236363636,5,3,1,1,MATRIX,Y
575986380,6.25,6,4,6.25,4,8,0.7,5.61,PICK_MODULE,142.2,8.236363636,35,18,4,9,MATRIX,Y
552878588,11,5.55,9.55,11,5.55,1,12.94,12.94,PICK_MODULE,91.63,8.218181818,9,5,1,2,MATRIX,Y
577181143,11.75,2.25,3,11.75,2.25,4,0.15,0.6,PICK_MODULE,114.39,8.2,66,34,8,17,MATRIX,Y
575873059,6.75,13,2.25,13,2.25,4,0.45,1.81,PICK_MODULE,45.53,8.181818182,27,13,3,7,MATRIX,Y
564546197,9,1.5,9.25,9.25,1.5,4,1.25,5.01,PICK_MODULE,35.37,8.163636364,42,21,5,10,MATRIX,Y
566999094,3.5,11.15,6.5,11.15,3.5,4,4.87,19.46,PICK_MODULE,154.63,8.145454545,21,10,2,5,MATRIX,Y
565585698,4,2,8,8,2,12,1.2,14.44,PICK_MODULE,46.11,8.145454545,82,42,10,20,MATRIX,Y
565268392,10,3,5,10,3,4,2.26,9.03,PICK_MODULE,60.53,8.145454545,35,18,4,9,MATRIX,Y
572628038,3,3.75,3,3.75,3,12,0.9,10.83,PICK_MODULE,79.05,8.127272727,156,79,18,39,MATRIX,Y
563735497,9,7.5,9,9,7.5,2,5.17,10.34,PICK_MODULE,32.8,8.109090909,9,4,1,2,MATRIX,Y
550487847,1.25,3.25,1.25,3.25,1.25,3,0.15,0.45,PICK_MODULE,152.9,8.090909091,1034,524,122,258,MATRIX,Y
574950719,16,1,12,16,1,12,0.2,2.39,PICK_MODULE,93.02,8.054545455,27,14,3,7,MATRIX,Y
568101727,5,1.5,1.5,5,1.5,72,0.15,10.83,PICK_MODULE,185.01,8.054545455,467,236,55,116,MATRIX,Y
576180417,9,1,9,9,1,48,0.21,10.09,PICK_MODULE,9,8.018181818,65,33,8,16,MATRIX,Y
565036344,11,11,2.25,11,2.25,4,1.3,5.22,PICK_MODULE,43.93,8.018181818,19,10,2,5,MATRIX,Y
553671490,4,3,8,8,3,4,0.8,3.2,PICK_MODULE,93.62,8.018181818,55,28,6,14,MATRIX,Y
576180275,7,0.25,6.25,7,0.25,48,0.25,12,PICK_MODULE,9,8.018181818,480,243,56,120,MATRIX,Y
554750730,8,2.5,12.5,12.5,2.5,8,1.4,11.22,OFFLINE_PICK,69.17,8.018181818,21,11,2,5,MATRIX,Y
562940604,15.25,8.25,11.75,15.25,8.25,1,5.67,5.67,OFFLINE_PICK,23.27,8.018181818,4,2,0,1,MATRIX,Y
570798487,8,3,4,8,3,12,1.4,16.86,PICK_MODULE,21.35,8.018181818,55,28,6,14,MATRIX,Y
575893622,18,11,6.05,18,6.05,1,5.37,5.37,PICK_MODULE,86.29,8,4,2,1,1,MATRIX,Y
569985823,6,3,3.5,6,3,24,0.5,12,PICK_MODULE,90.95,8,83,42,10,21,MATRIX,Y
555181741,2.5,1.25,3,3,1.25,10,0.15,1.5,PICK_MODULE,20.67,8,560,284,66,140,MATRIX,Y
4014552,3.5,1.75,3.5,3.5,1.75,24,0.15,3.61,PICK_MODULE,29.06,7.981818182,245,124,29,61,MATRIX,Y
575206089,10.5,3.5,5.5,10.5,3.5,12,0.75,9.03,PICK_MODULE,28.35,7.981818182,26,13,3,6,MATRIX,Y
571609189,8.5,7.5,21,21,7.5,2,5.87,11.74,PICK_MODULE,94.39,7.981818182,4,2,0,1,MATRIX,Y
573755378,7.5,10.75,15,15,7.5,1,3.41,3.41,PICK_MODULE,170.35,7.963636364,4,2,1,1,MATRIX,Y
9244582,6,2,8,8,2,12,0.55,6.61,PICK_MODULE,90.5,7.963636364,55,28,6,14,MATRIX,Y
555234212,9.5,3,10,10,3,3,2.06,6.17,PICK_MODULE,26.61,7.945454545,18,9,2,5,MATRIX,Y
575989488,9.55,11.55,2,11.55,2,12,0.65,7.81,PICK_MODULE,95.99,7.945454545,24,12,3,6,MATRIX,Y
574975368,12,7.25,10,12,7.25,1,3.21,3.21,PICK_MODULE,116.71,7.945454545,6,3,1,2,MATRIX,Y
551928185,21.5,1.5,21.5,21.5,1.5,6,2.16,12.94,OFFLINE_PICK,78.76,7.927272727,8,4,1,2,MATRIX,Y
565257085,18,16,4,18,4,2,4.82,9.63,PICK_MODULE,62.9,7.927272727,5,2,1,1,MATRIX,Y
568537651,6.5,0.41,10,10,0.41,12,0.15,1.8,PICK_MODULE,23.36,7.927272727,197,100,23,49,MATRIX,Y
576476570,11,2,7,11,2,4,0.9,3.61,PICK_MODULE,31.99,7.909090909,34,17,4,9,MATRIX,Y
555554913,3,8,8.5,8.5,3,3,3.51,10.53,PICK_MODULE,108.27,7.909090909,26,13,3,6,MATRIX,Y
555089500,9.5,4,10.5,10.5,4,6,1.75,10.54,PICK_MODULE,88.29,7.890909091,13,7,2,3,MATRIX,Y
565705142,5.25,7.25,6.5,7.25,5.25,2,3.36,6.72,PICK_MODULE,54,7.890909091,21,11,2,5,MATRIX,Y
558269927,5.5,3.25,6,6,3.25,4,0.45,1.81,PICK_MODULE,147.96,7.890909091,49,25,6,12,MATRIX,Y
556219268,2.25,5.75,2.25,5.75,2.25,36,0.05,1.75,PICK_MODULE,95.03,7.890909091,180,91,21,45,MATRIX,Y
565404308,7.19,5.19,7.19,7.19,5.19,1,2.8,2.8,PICK_MODULE,16.73,7.890909091,20,10,2,5,MATRIX,Y
575256203,2.25,7.5,2.25,7.5,2.25,12,0.6,7.22,PICK_MODULE,139.21,7.854545455,138,70,16,35,MATRIX,Y
573352436,3.5,6,1.5,6,1.5,24,0.1,2.39,PICK_MODULE,96.96,7.836363636,167,84,20,42,MATRIX,Y
550365868,6,1,4,6,1,24,0.5,12,PICK_MODULE,172.11,7.818181818,219,111,26,55,MATRIX,Y
557620053,13,11.75,9.75,13,9.75,1,6.42,6.42,OFFLINE_PICK,67.44,7.818181818,4,2,0,1,MATRIX,Y
575181798,3,5,3,5,3,16,0.5,8,PICK_MODULE,28.89,7.818181818,117,59,14,29,MATRIX,Y
550903870,5.5,10.75,1,10.75,1,4,2.36,9.42,PICK_MODULE,68.21,7.818181818,89,45,10,22,MATRIX,Y
565723453,5.25,9,1,9,1,12,0.6,7.22,PICK_MODULE,27.95,7.818181818,111,56,13,28,MATRIX,Y
556239781,11.5,3.5,9.25,11.5,3.5,3,0.9,2.71,PICK_MODULE,76.24,7.8,14,7,2,4,MATRIX,Y
571815714,3.25,1.25,9,9,1.25,24,0.15,3.61,PICK_MODULE,38.56,7.8,144,73,17,36,MATRIX,Y
575257740,3.25,6.75,2,6.75,2,8,0.8,6.41,PICK_MODULE,145.29,7.8,120,61,14,30,MATRIX,Y
566449768,5.75,9,4.25,9,4.25,2,1.81,3.61,PICK_MODULE,92.09,7.8,24,12,3,6,MATRIX,Y
575416494,3,4.75,1,4.75,1,12,0.05,0.58,PICK_MODULE,61.05,7.781818182,368,187,43,92,MATRIX,Y
573608335,25,5,9.75,25,5,2,6.47,12.94,PICK_MODULE,34.37,7.763636364,4,2,1,1,MATRIX,Y
572503881,9,2,6,9,2,6,0.51,3.07,PICK_MODULE,42.27,7.763636364,49,25,6,12,MATRIX,Y
564285960,16.25,6.25,9,16.25,6.25,1,5.02,5.02,PICK_MODULE,90.38,7.745454545,6,3,1,1,MATRIX,Y
553164530,3,2,7,7,2,12,0.5,6.02,PICK_MODULE,81.95,7.727272727,125,63,15,31,MATRIX,Y
571724494,12.46,2.5,8.2,12.46,2.5,4,0.5,2.01,PICK_MODULE,76.2,7.709090909,21,10,2,5,MATRIX,Y
575285910,14,15,5.3,15,5.3,2,1.3,2.61,PICK_MODULE,143.54,7.709090909,5,2,1,1,MATRIX,Y
563189578,5,4,15.75,15.75,4,2,0.7,1.4,PICK_MODULE,216.57,7.709090909,17,8,2,4,MATRIX,Y
567942975,11.5,0.9,12.5,12.5,0.9,8,2.16,17.26,PICK_MODULE,119.29,7.709090909,41,21,5,10,MATRIX,Y
565385635,4,4,7.25,7.25,4,4,3.06,12.24,PICK_MODULE,35.85,7.690909091,45,23,5,11,MATRIX,Y
575564222,7.25,3.75,4.25,7.25,3.75,6,1,6.01,PICK_MODULE,45.54,7.690909091,45,23,5,11,MATRIX,Y
553772575,7.5,1.5,4.25,7.5,1.5,12,0.5,6,PICK_MODULE,121.88,7.690909091,110,56,13,27,MATRIX,Y
574584409,15,13,2.5,15,2.5,4,3.56,14.25,PICK_MODULE,48.31,7.672727273,11,5,1,3,MATRIX,Y
554750723,8,2.5,12.2,12.2,2.5,8,1.4,11.22,OFFLINE_PICK,22.34,7.654545455,22,11,3,5,MATRIX,Y
568937346,1.5,5,1.5,5,1.5,72,0.15,10.84,PICK_MODULE,222.6,7.654545455,467,236,55,116,MATRIX,Y
554232361,10.75,2.25,20.75,20.75,2.25,1,4.37,4.37,PICK_MODULE,51.27,7.654545455,10,5,1,3,MATRIX,Y
576419780,7.5,12.75,2.5,12.75,2.5,6,1.5,9.03,PICK_MODULE,165.42,7.654545455,22,11,3,5,MATRIX,Y
565878510,3,1.5,8.25,8.25,1.5,12,0.15,1.81,PICK_MODULE,18.61,7.654545455,141,72,17,35,MATRIX,Y
571125447,12.25,8.25,4.5,12.25,4.5,6,2.15,12.93,OFFLINE_PICK,177.5,7.636363636,12,6,1,3,MATRIX,Y
413764,8,2.25,2.25,8,2.25,12,0.3,3.61,PICK_MODULE,9,7.636363636,130,66,15,32,MATRIX,Y
567034063,4.75,4.5,9.75,9.75,4.5,6,2.26,13.55,PICK_MODULE,38.07,7.636363636,25,13,3,6,MATRIX,Y
553819855,11,1.75,10.75,11,1.75,1,5.07,5.07,PICK_MODULE,76.86,7.618181818,25,13,3,6,MATRIX,Y
555547259,12,2.3,6.5,12,2.3,4,2.1,8.42,OFFLINE_PICK,54.89,7.618181818,29,15,3,7,MATRIX,Y
573658608,16.75,0.83,12.75,16.75,0.83,20,0.55,11.04,PICK_MODULE,37.61,7.6,30,15,3,7,MATRIX,Y
564725288,6,6,6,6,6,6,0.1,0.6,PICK_MODULE,89.58,7.6,24,12,3,6,MATRIX,Y
568545976,11.5,4.25,4.5,11.5,4.25,3,5.32,15.96,PICK_MODULE,42.13,7.581818182,24,12,3,6,MATRIX,Y
564606124,4.2,2.5,10,10,2.5,4,2.01,8.03,PICK_MODULE,15.63,7.581818182,50,25,6,12,MATRIX,Y
572522216,12.75,10.5,2,12.75,2,6,1.05,6.32,PICK_MODULE,104.76,7.581818182,20,10,2,5,MATRIX,Y
556318572,3.5,7.25,1,7.25,1,2,0.1,0.2,PICK_MODULE,46.52,7.581818182,207,105,24,52,MATRIX,Y
564335022,3.5,3.5,7,7,3.5,6,1.25,7.51,PICK_MODULE,200.5,7.563636364,61,31,7,15,MATRIX,Y
553135363,5.75,7.75,3,7.75,3,12,1.1,13.22,PICK_MODULE,33.75,7.563636364,39,20,5,10,MATRIX,Y
575759545,3.5,1.5,3,3.5,1.5,24,0.5,12,PICK_MODULE,11.83,7.563636364,333,169,39,83,MATRIX,Y
575898425,12,4,9,12,4,1,5.62,5.62,PICK_MODULE,218.87,7.563636364,12,6,1,3,MATRIX,Y
576046886,12,4,9,12,4,1,5.27,5.27,PICK_MODULE,16.92,7.563636364,12,6,1,3,MATRIX,Y
571352607,14,7.25,9.25,14,7.25,1,18.04,18.04,OFFLINE_PICK,68.53,7.545454545,6,3,1,1,MATRIX,Y
575257768,6,5.5,6,6,5.5,6,2,12.03,PICK_MODULE,110.21,7.545454545,27,13,3,7,MATRIX,Y
564664270,4.15,7,3,7,3,4,2.31,9.23,PICK_MODULE,39.08,7.545454545,60,31,7,15,MATRIX,Y
575022804,8.5,2.5,3.75,8.5,2.5,6,2.2,13.23,PICK_MODULE,46.43,7.545454545,66,33,8,16,MATRIX,Y
572931393,2.75,10,2.75,10,2.75,6,1.55,9.32,PICK_MODULE,64,7.527272727,69,35,8,17,MATRIX,Y
550341064,4,2.25,4,4,2.25,12,0.95,11.42,PICK_MODULE,40.72,7.509090909,146,74,17,36,MATRIX,Y
574960314,18.75,0.67,12,18.75,0.67,12,0.85,10.23,PICK_MODULE,18.42,7.490909091,35,18,4,9,MATRIX,Y
564454259,7,1.5,7,7,1.5,6,1.05,6.32,PICK_MODULE,173.09,7.490909091,71,36,8,18,MATRIX,Y
555573657,7.75,8.5,7.25,8.5,7.25,2,1.25,2.5,PICK_MODULE,57.83,7.472727273,11,6,1,3,MATRIX,Y
575489750,14,11,5.5,14,5.5,2,2.61,5.22,PICK_MODULE,136.4,7.454545455,6,3,1,2,MATRIX,Y
572095392,6.5,1,5.5,6.5,1,4,0.15,0.6,PICK_MODULE,29.03,7.436363636,147,74,17,37,MATRIX,Y
575930663,10,1,9.5,10,1,12,0.6,7.22,PICK_MODULE,90.61,7.436363636,55,28,6,14,MATRIX,Y
576257199,24,1,17,24,1,12,1.15,13.83,PICK_MODULE,52.52,7.436363636,13,7,2,3,MATRIX,Y
566046332,7.5,5.5,9.5,9.5,5.5,1,4.21,4.21,PICK_MODULE,115.16,7.436363636,13,7,2,3,MATRIX,Y
555198548,7,6.25,11.5,11.5,6.25,2,1.6,3.21,PICK_MODULE,134.09,7.418181818,10,5,1,3,MATRIX,Y
550797446,10.25,3,13.25,13.25,3,1,0.9,0.9,PICK_MODULE,159.79,7.418181818,13,7,2,3,MATRIX,Y
564079193,3.5,2.5,5.5,5.5,2.5,6,0.95,5.71,PICK_MODULE,42.73,7.4,109,55,13,27,MATRIX,Y
573153556,10,14,5,14,5,1,4.82,4.82,PICK_MODULE,50.09,7.4,8,4,1,2,MATRIX,Y
568090322,4,1,1,4,1,72,0.1,0.3,PICK_MODULE,147.45,7.4,1313,665,154,328,MATRIX,Y
575567764,7.5,10.75,3,10.75,3,4,0.8,3.2,PICK_MODULE,84.39,7.381818182,22,11,3,5,MATRIX,Y
9248086,2,9,5,9,2,6,0.65,3.91,PICK_MODULE,17.26,7.363636364,58,30,7,15,MATRIX,Y
568524987,10.25,2.25,15,15,2.25,4,1.45,5.82,PICK_MODULE,50.63,7.363636364,15,8,2,4,MATRIX,Y
572062425,1.5,6.75,1.5,6.75,1.5,12,0.3,3.61,PICK_MODULE,133.83,7.363636364,346,175,41,86,MATRIX,Y
551581668,11.25,7.2,11,11.25,7.2,1,22.88,22.88,OFFLINE_PICK,20.02,7.363636364,6,3,1,1,MATRIX,Y
552039898,3.65,6.45,2.54,6.45,2.54,6,0.65,3.9,PICK_MODULE,47.2,7.345454545,88,44,10,22,MATRIX,Y
575899546,3,5,3,5,3,8,1.25,10.02,PICK_MODULE,21.6,7.345454545,117,59,14,29,MATRIX,Y
576091121,6,5.25,4,6,4,4,0.7,2.81,PICK_MODULE,63.21,7.345454545,42,21,5,10,MATRIX,Y
550905239,7.75,4.5,9,9,4.5,4,4.16,16.66,OFFLINE_PICK,189.95,7.327272727,17,8,2,4,MATRIX,Y
562954547,14,5,19,19,5,1,6.07,6.07,PICK_MODULE,38.13,7.327272727,4,2,0,1,MATRIX,Y
576642058,7.75,3.75,6,7.75,3.75,3,1.2,3.61,PICK_MODULE,139.88,7.327272727,30,15,4,8,MATRIX,Y
576439814,2.25,6,1.25,6,1.25,12,0.3,3.61,PICK_MODULE,17.18,7.327272727,311,158,37,78,MATRIX,Y
575761881,6,2.5,6.25,6.25,2.5,6,0.35,2.1,PICK_MODULE,109.56,7.327272727,56,28,7,14,MATRIX,Y
573582966,7.25,1.25,6.75,7.25,1.25,8,0.5,4,PICK_MODULE,75.38,7.309090909,86,43,10,21,MATRIX,Y
552999340,12.75,6.75,10.25,12.75,6.75,1,2.61,20.87,PICK_MODULE,28.88,7.309090909,6,3,1,1,MATRIX,Y
575557405,3.9,6.25,3.9,6.25,3.9,32,0.35,11.19,PICK_MODULE,97.88,7.309090909,55,28,6,14,MATRIX,Y
575759505,10.5,0.72,9,10.5,0.72,8,0.5,4.01,PICK_MODULE,25.04,7.309090909,77,39,9,19,MATRIX,Y
576450541,13,0.83,10,13,0.83,12,1,12.04,PICK_MODULE,111.94,7.309090909,49,25,6,12,MATRIX,Y
570785332,3,2,4.75,4.75,2,24,0.25,6,PICK_MODULE,113.36,7.272727273,184,93,22,46,MATRIX,Y
574834850,1.5,6,1,6,1,144,0.15,21.66,PICK_MODULE,46.6,7.272727273,583,296,69,146,MATRIX,Y
568527328,8,2,8,8,2,20,0.8,16.06,PICK_MODULE,9,7.272727273,41,21,5,10,MATRIX,Y
573917490,4,4,4,4,4,24,0.15,3.61,PICK_MODULE,98.58,7.254545455,82,42,10,20,MATRIX,Y
575357819,10,9.5,9.5,10,9.5,1,3.81,3.81,PICK_MODULE,56.25,7.254545455,6,3,1,1,MATRIX,Y
551001713,8,2.5,11.5,11.5,2.5,6,1.4,8.43,PICK_MODULE,44.69,7.254545455,23,12,3,6,MATRIX,Y
564166270,13.25,11.25,1,13.25,1,6,1.4,8.43,PICK_MODULE,118.65,7.236363636,35,18,4,9,MATRIX,Y
574916933,8,6.25,6.75,8,6.25,2,0.8,1.6,PICK_MODULE,130.87,7.218181818,16,8,2,4,MATRIX,Y
553335125,3,1,7,7,1,12,0.65,7.83,PICK_MODULE,61.37,7.218181818,250,127,29,62,MATRIX,Y
556625833,11.5,12,1.75,12,1.75,4,0.75,3.01,PICK_MODULE,47.47,7.2,22,11,3,5,MATRIX,Y
567129820,2.5,2.5,5.5,5.5,2.5,6,0.75,4.51,PICK_MODULE,34.93,7.2,153,77,18,38,MATRIX,Y
551107000,15.25,3.75,15.25,15.25,3.75,6,1.9,11.44,PICK_MODULE,102.08,7.2,6,3,1,2,MATRIX,Y
575357815,10,9.5,9.5,10,9.5,1,3.81,3.81,PICK_MODULE,57.65,7.2,6,3,1,1,MATRIX,Y
573757965,7,2,10,10,2,6,1.4,8.43,PICK_MODULE,58.41,7.2,38,19,4,9,MATRIX,Y
567256235,2.5,5,4,5,2.5,12,0.14,1.67,PICK_MODULE,127.33,7.181818182,105,53,12,26,MATRIX,Y
566859124,12,15,4,15,4,3,0.7,2.1,OFFLINE_PICK,21.76,7.181818182,7,4,1,2,MATRIX,Y
575424515,6,2,7,7,2,6,0.7,4.21,PICK_MODULE,92.64,7.181818182,63,32,7,16,MATRIX,Y
573756456,14,14,6,14,6,2,2.66,5.32,PICK_MODULE,41.89,7.163636364,4,2,1,1,MATRIX,Y
575900450,11.5,5.5,8.5,11.5,5.5,1,7.02,7.02,PICK_MODULE,179.63,7.163636364,10,5,1,2,MATRIX,Y
9259081,2.75,6.5,2.75,6.5,2.75,6,1.65,9.93,PICK_MODULE,39.16,7.163636364,107,54,13,27,MATRIX,Y
575453678,6.6,2,6,6.6,2,4,0.55,2.2,PICK_MODULE,199.26,7.145454545,66,34,8,17,MATRIX,Y
574832821,4.75,2.5,7.75,7.75,2.5,8,1.56,12.44,PICK_MODULE,68.63,7.145454545,57,29,7,14,MATRIX,Y
296546,2.5,7.25,1.75,7.25,1.75,12,0.35,4.19,PICK_MODULE,109.97,7.127272727,166,84,19,41,MATRIX,Y
564212681,10,3,7,10,3,4,2.01,8.03,PICK_MODULE,27.14,7.127272727,25,13,3,6,MATRIX,Y
572121404,13,2.5,9,13,2.5,4,0.6,2.41,PICK_MODULE,20.88,7.109090909,18,9,2,4,MATRIX,Y
574683037,9,4,11.25,11.25,4,9,3.06,27.54,PICK_MODULE,28.04,7.109090909,13,7,2,3,MATRIX,Y
551333033,9,8.5,16,16,8.5,2,0.85,1.71,PICK_MODULE,186.37,7.090909091,4,2,1,1,MATRIX,Y
576091215,3,6.5,4.5,6.5,3,6,2.01,12.04,PICK_MODULE,149.57,7.090909091,60,30,7,15,MATRIX,Y
553772557,8,0.5,10.75,10.75,0.5,12,0.65,7.83,PICK_MODULE,32.62,7.090909091,122,62,14,30,MATRIX,Y
573951076,9,7,3.75,9,3.75,2,0.6,1.2,PICK_MODULE,107.92,7.090909091,22,11,3,6,MATRIX,Y
575713357,14.5,5.75,13.5,14.5,5.75,1,6.47,6.47,PICK_MODULE,27.09,7.090909091,5,2,1,1,MATRIX,Y
564259427,8,2,10,10,2,6,2.06,12.33,PICK_MODULE,30.51,7.072727273,33,17,4,8,MATRIX,Y
575586197,11.5,2.25,13.5,13.5,2.25,12,1.1,13.22,PICK_MODULE,30.4,7.072727273,15,8,2,4,MATRIX,Y
566743491,8,8,3,8,3,1,1.1,1.1,PICK_MODULE,60,7.072727273,27,14,3,7,MATRIX,Y
566913307,14.5,10,9.75,14.5,9.75,1,6.37,6.37,PICK_MODULE,143.33,7.072727273,4,2,0,1,MATRIX,Y
551605006,3.5,8.25,2.5,8.25,2.5,6,2.31,13.85,PICK_MODULE,42.43,7.054545455,73,37,9,18,MATRIX,Y
572428874,5.25,8,2.25,8,2.25,5,1.4,7.01,PICK_MODULE,57.47,7.054545455,56,28,7,14,MATRIX,Y
570761843,7.5,3.5,10.5,10.5,3.5,3,0.85,2.56,PICK_MODULE,123.43,7.036363636,19,10,2,5,MATRIX,Y
562933398,1.75,3.75,1.75,3.75,1.75,6,0.25,1.5,PICK_MODULE,9,7.036363636,457,232,54,114,MATRIX,Y
564219462,4,6,6,6,4,6,0.06,0.36,PICK_MODULE,100.55,7.036363636,36,18,4,9,MATRIX,Y
565644206,14,7.25,14.5,14.5,7.25,2,1.96,3.91,PICK_MODULE,23.37,7.036363636,4,2,0,1,MATRIX,Y
574497297,8,1,3,8,1,72,0.05,3.5,PICK_MODULE,52.75,7.036363636,219,111,26,55,MATRIX,Y
561086074,13,11,11,13,11,1,17.06,17.06,OFFLINE_PICK,72.28,7.018181818,3,2,0,1,MATRIX,Y
576091202,3.75,5.75,5.75,5.75,3.75,4,0.7,2.81,PICK_MODULE,25.11,7,42,21,5,11,MATRIX,Y
