EXTERNALIDENTIFIER,LONGDESCRIPTION,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
576223228,Starbucks Pumpkin Spice Flavored Ground Coffee  Medium Roast 11 Ounce Bag,3.75,7.25,2.25,7.25,2.25,6,0.75,4.51,PICK_MODULE,186.31,15.78181818,86,43,10,21,MATRIX,Y
556514017,Enviro Log 6 Pack/3 lb. Firelog Case,12.75,8.75,8.5,12.75,8.5,1,19.77,19.77,OFFLINE_PICK,114.49,15.78181818,6,3,1,1,MATRIX,Y
575409828,Rainbow Surprise by Poopsie: 14  Doll with 20+ Slime & Fashion Surprises  Amethyst Rae or Blue Skye,16.25,5.25,10.5,16.25,5.25,2,3.26,6.52,PICK_MODULE,125.54,15.65454545,6,3,1,1,MATRIX,Y
573961844,Treasure X Alien Hunters Single Pack  With 12 Step Reveal,4,10,4,10,4,8,0.95,7.61,PICK_MODULE,40.13,15.50909091,33,17,4,8,MATRIX,Y
554346526,Similac Pro Advance Baby Formula  Non GMO Ready to Feed  6 Count  1 Quart Bottle,10.5,8.5,8,10.5,8,1,14.2,14.2,PICK_MODULE,53.78,15.50909091,7,4,1,2,MATRIX,Y
570680778,Ready Crust Keebler 10in Graham Pie Shell 9oz,1.5,10,10,10,1.5,12,0.7,8.42,PICK_MODULE,236.47,15.50909091,35,18,4,9,MATRIX,Y
575527603,Ball Glass Mason Jar W/Lid & Band  Wide Mouth  24 Ounces  9 Count,11,7,10,11,7,1,8.52,8.52,PICK_MODULE,71.92,15.47272727,7,3,1,2,MATRIX,Y
574190681,,10.5,10.5,5,10.5,5,2,0.76,1.52,PICK_MODULE,76.56,15.47272727,10,5,1,2,MATRIX,Y
564213821,Barbie Beach Doll with Pink Graphic One Piece Swimsuit,3.25,2,13,13,2,4,0.35,1.4,PICK_MODULE,80.46,15.45454545,62,31,7,16,MATRIX,Y
573929795,PAW Patrol  True Metal Ready Race Rescue Gift Pack of 6 Race Car Collectible Die Cast Vehicles  1:55 Scale,12.5,8.5,2,12.5,2,5,1.15,5.76,PICK_MODULE,165.06,15.4,25,13,3,6,MATRIX,Y
565178673,Kinetic Sand  Folding Sand Box with 2lbs of Kinetic Sand and Mold and Tools,10,4,14.25,14.25,4,2,3.96,7.92,PICK_MODULE,88.47,15.29090909,9,5,1,2,MATRIX,Y
576091131,Starbucks Breakfast Blend Medium Roast Ground Coffee  12 Ounce Bag,6,3,4,6,3,6,0.5,3.01,PICK_MODULE,230.14,15.21818182,73,37,9,18,MATRIX,Y
569744854,Special Kitty Classic Pat Premium Cat Food Variety Pack  13 oz  12 count,9,3,11,11,3,1,11.38,11.38,PICK_MODULE,643.61,15.2,18,9,2,4,MATRIX,Y
575586201,Matching Family Christmas Pajamas Womens and Womens Plus Buffalo Union Suit,11.5,1,2.5,11.5,1,12,1.1,13.22,PICK_MODULE,40.94,15.16363636,183,93,21,46,MATRIX,Y
575673786,Mini Takis Zombie  25 Ct,11,4,4,11,4,1,2.16,2.16,PICK_MODULE,199.77,14.89090909,30,15,4,7,MATRIX,Y
572042152,Pinkfong Baby Shark Chunky Wood Sound Puzzle   Plays Baby Shark Song,8.5,1,11.5,11.5,1,6,1.2,7.22,PICK_MODULE,66.34,14.87272727,54,27,6,13,MATRIX,Y
574017396,Hot Wheels Track Builder Vertical Launch Kit with 3 Configurations,24,15,3.75,24,3.75,3,5.52,16.55,PICK_MODULE,153.36,14.8,4,2,0,1,MATRIX,Y
551347429,Q tips Cotton Swabs for precise and delicate care Original made with cotton 1000 count,4.5,3.5,9,9,3.5,12,1.1,13.22,PICK_MODULE,174.89,14.72727273,37,19,4,9,MATRIX,Y
567545196,LEGO Jurassic World Indoraptor Rampage at Lockwood Estate 75930,15,4,19,19,4,2,1.88,3.77,PICK_MODULE,69.67,14.72727273,5,2,1,1,MATRIX,Y
565293001,Imaginext DC Super Friends Batman& Batpod,6.25,2.75,7.75,7.75,2.75,8,0.3,2.41,PICK_MODULE,365.21,14.63636364,39,20,5,10,MATRIX,Y
550841232,Pull Sing Puppy,10,4.75,7.5,10,4.75,2,1.3,2.61,PICK_MODULE,34.26,14.61818182,15,7,2,4,MATRIX,Y
574888485,Beyblade Burst Turbo Slingshock Cross Collision Battle Set,22,14,3.75,22,3.75,3,2.06,6.17,PICK_MODULE,20.53,14.58181818,5,2,1,1,MATRIX,Y
574165188,Juno My Baby Elephant with Interactive Moving Trunk and Over 150 Sounds and Movements,16.25,8.25,8.25,16.25,8.25,1,5.27,5.27,PICK_MODULE,50.75,14.58181818,5,2,1,1,MATRIX,Y
550154397,Scotchgard Fabric and Upholstery Protective Spray  10 oz.  1 Can,2.8,2.8,8.2,8.2,2.8,4,0.85,3.41,PICK_MODULE,120.56,14.56363636,82,41,10,20,MATRIX,Y
576163260,Equate Beauty Jumbo Cotton Balls  100 Ct,20.75,0.1,19.5,20.75,0.1,48,0.25,12,PICK_MODULE,12.19,14.54545455,130,66,15,32,MATRIX,Y
570920481,JoJo Siwa Singing Doll High Top Shoes,2.75,2.5,9.25,9.25,2.5,4,0.65,2.6,PICK_MODULE,48.08,14.41818182,83,42,10,21,MATRIX,Y
564573342,Kidde Hardwired Combination Carbon Monoxide & Smoke Alarm  120V AC / AA Battery Backup  Model KN COSM IBA,6.5,6.5,2.5,6.5,2.5,6,0.9,5.42,PICK_MODULE,23.98,14.41818182,50,25,6,12,MATRIX,Y
573954330,Kindi Kids Snack Time Friends  Peppa Mint,13.25,5.5,10,13.25,5.5,2,2.01,4.01,PICK_MODULE,36.76,14.4,7,4,1,2,MATRIX,Y
567711277,Ensure Original Nutrition Shake Powder with 8 grams of protein  Meal Replacement Shakes  Milk Chocolate  14.1 oz  3 Count,12.5,4.5,4,12.5,4,1,1.5,1.5,PICK_MODULE,202.6,14.36363636,23,12,3,6,MATRIX,Y
553101731,Sunbeam Electric Heating Pad with UltraHeat Technology (000756 500 000U),5.5,3,11.5,11.5,3,12,1.15,13.83,PICK_MODULE,92.56,14.34545455,28,14,3,7,MATRIX,Y
572091085,Dove Exfoliating Body Scrub Crushed Lavender & Coconut Milk 10.5 oz,4,3,3,4,3,6,0.8,4.81,PICK_MODULE,49.01,14.32727273,146,74,17,36,MATRIX,Y
574584390,Pinkfong Baby Shark OfficialSong Puppet with Tempo Control   Daddy Shark   Interactive Preschool Plush Toy   By WowWee,5.5,5.5,10.25,10.25,5.5,6,0.45,2.71,PICK_MODULE,20.61,14.29090909,17,9,2,4,MATRIX,Y
575425646,Polly Pocket Purrfect Playhouse,5.5,6.5,1.2,6.5,1.2,4,0.7,2.81,PICK_MODULE,64.42,14.29090909,122,62,14,31,MATRIX,Y
4040497,Cara King Size Moist/Dry LCD Heating Pad,5,5,12,12,5,6,1.35,8.12,OFFLINE_PICK,320.58,14.25454545,18,9,2,4,MATRIX,Y
554237683,VTech  Count & Chomp Dino  Dinosaur Learning Toy for 1 Year Olds,12,5.5,11.25,12,5.5,2,2.46,4.92,PICK_MODULE,29.58,14.18181818,7,4,1,2,MATRIX,Y
1325363,Lemi Shine Dish Detergent Booster  Natural Citric Extracts 12oz,2.75,7,2.75,7,2.75,6,0.85,5.11,PICK_MODULE,182.35,14.18181818,99,50,12,25,MATRIX,Y
575896478,Ball Smooth Sided Glass Mason Jar W/ Lid & Band  Regular Mouth  32 Ounces  12 Count,12,7,15,15,7,1,10.99,10.99,PICK_MODULE,166.92,14.16363636,4,2,0,1,MATRIX,Y
574810305,Arm & Hammer Clump & Seal Lightweight Unscented Multi Cat Litter  9lb,11,11,5,11,5,2,10.29,20.57,PICK_MODULE,73.11,14.07272727,9,4,1,2,MATRIX,Y
567670001,Delectables Lickable Cat Treats Bisque Variety Pack  12 Count (16.8 oz.),5,3.75,5.5,5.5,3.75,2,1.3,2.61,PICK_MODULE,33.77,14.01818182,51,26,6,13,MATRIX,Y
574323117,Play Doh Pinkfong Baby Shark Set with 12 Play Doh Cans and 21 Tools,11,8.75,2.25,11,2.25,4,2.21,8.82,PICK_MODULE,113.01,13.98181818,24,12,3,6,MATRIX,Y
575133116,Tostitos Scoops! Party Size Tortilla Chips  14.5 Oz.,15,4,9,15,4,5,0.95,4.76,OFFLINE_PICK,33.28,13.98181818,10,5,1,2,MATRIX,Y
576985821,Time and Tru Cowl Neck Tunic Sweater Women s,15,1,14,15,1,12,0.85,10.23,PICK_MODULE,33.06,13.96363636,25,13,3,6,MATRIX,Y
563466346,Sparkling Ice Variety Pack  17 Fl Oz  12 Count (Black Raspberry  Cherry Limeade  Orange Mango  Kiwi Strawberry),9.5,7.5,10,10,7.5,1,14.4,14.4,OFFLINE_PICK,12.77,13.92727273,7,4,1,2,MATRIX,Y
574584389,Pinkfong Baby Shark Official Song Puppet with Tempo Control   Mommy Shark   Interactive Preschool Plush Toy   By WowWee,5.5,5.5,10.25,10.25,5.5,6,0.45,2.71,PICK_MODULE,50.67,13.85454545,17,9,2,4,MATRIX,Y
567617129,Similac Soy Isomil Infant Formula with Iron  Ready to Feed  1 qt,3,8,4,8,3,4,2.25,9.02,PICK_MODULE,232.81,13.81818182,55,28,6,14,MATRIX,Y
572150137,L.O.L. Surprise! Bubbly Surprise (Orange) with Exclusive Doll and Pet,8.5,5,9.25,9.25,5,2,0.75,1.5,PICK_MODULE,158.32,13.69090909,13,7,2,3,MATRIX,Y
574190682,,5,10.5,7.5,10.5,5,2,1.35,2.71,PICK_MODULE,31.03,13.67272727,13,7,2,3,MATRIX,Y
575402695,Atkins Gluten Free Protein Rich Shake  French Vanilla  Keto Friendly  8 Count (Ready to Drink),9.5,5,6,9.5,5,1,6.52,6.52,PICK_MODULE,96.38,13.67272727,18,9,2,5,MATRIX,Y
575256174,Crystal Light Lemonade Powdered Drink Mix  Caffeine Free  3.2 oz Can,3,2,6.5,6.5,2,12,0.3,3.61,PICK_MODULE,19.23,13.63636364,135,68,16,34,MATRIX,Y
576293261,Tramontina 9 Piece Non Stick Cookware Set  Champagne,18,12,6,18,6,2,6.22,12.44,PICK_MODULE,27.58,13.6,4,2,0,1,MATRIX,Y
575489096,Little People Disney Frozen Kristoff s Sleigh Ride with Anna & Sven,13.25,8,5.5,13.25,5.5,2,1.71,3.41,PICK_MODULE,28.93,13.58181818,9,5,1,2,MATRIX,Y
563076546,Spark. Create. Imagine. Animal Farm Finger Puppets  5 Pieces,7.5,1.25,6,7.5,1.25,5,0.2,1,PICK_MODULE,228.54,13.58181818,93,47,11,23,MATRIX,Y
575703196,Acer Aspire 3  14  HD  AMD A9 9420e  4GB DDR4  128GB SSD  Windows 10 in S mode  A314 21 91V1,19,12.5,2.75,19,2.75,1,5.32,5.32,PICK_MODULE,60.69,13.56363636,8,4,1,2,MATRIX,Y
573615991,Great Value Indulgent Trail Mix  26 Oz.,10,2,6.5,10,2,8,1,8.03,PICK_MODULE,85.96,13.49090909,40,20,5,10,MATRIX,Y
556128583,Franklin Sports MLS Soccer Ball  Size 1  Black  Green and White,5.5,5,5.5,5.5,5,6,0.3,1.81,PICK_MODULE,126.98,13.41818182,35,18,4,9,MATRIX,Y
564257070,V8 +Energy Sparkling Healthy Energy Drink  Natural Energy from Tea  Blackberry Cranberry  8.4 Ounce Can (4 Count),4.5,4.25,5.25,5.25,4.25,6,2.51,15.04,PICK_MODULE,53.43,13.41818182,52,26,6,13,MATRIX,Y
576255157,Scoop Away Multi Cat Clumping Cat Litter  Scented  25 lbs,5.5,11.75,11.5,11.75,5.5,1,11.92,11.92,PICK_MODULE,31.71,13.36363636,7,4,1,2,MATRIX,Y
574887505,Beyblade Burst Turbo Slingshock Cross Collision Battle Set,22,14,3.7,22,3.7,3,2.06,6.17,PICK_MODULE,50.83,13.29090909,5,2,1,1,MATRIX,Y
576257183,Wonder Nation Girl s Quilted Bubble Jacket (Little Girls  Big Girls & Plus),27,1,12,27,1,12,2.01,24.08,PICK_MODULE,147.36,13.29090909,16,8,2,4,MATRIX,Y
570010444,Cottonelle FreshCare Flushable Wet Wipes  8 Packs of 42 Wipes Each (336 Total Wipes),6.5,6.75,7.5,7.5,6.5,1,4.71,4.71,PICK_MODULE,48.38,13.27272727,16,8,2,4,MATRIX,Y
574377320,Luvabella Newborn  Blonde Hair  Interactive Baby Doll with Real Expressions and Movement,8,8,8,8,8,2,0.25,0.5,PICK_MODULE,150.17,13.25454545,10,5,1,3,MATRIX,Y
556626187,LitterMaid Premium Corn Cob Litter 9 Pounds  Clumping Formula  Dust Free,10,6.5,10,10,6.5,2,9.13,18.26,PICK_MODULE,54.1,13.23636364,8,4,1,2,MATRIX,Y
551376022,(32 Pack) Friskies Pate Wet Cat Food Variety Pack  Poultry Favorites  5.5 oz. Cans,3.75,2,3.75,3.75,2,1,0.5,0.5,PICK_MODULE,147.38,13.21818182,187,95,22,47,MATRIX,Y
575537364,Fortnite Battle Royale Collection: 13  Battle Bus + 2 Exclusive Figs,15,13,5,15,5,2,2.41,4.81,PICK_MODULE,52.41,13.16363636,5,3,1,1,MATRIX,Y
571898378,Baby Alive Shimmer n Splash Mermaid Baby Doll (Brown Hair),13.5,9,4,13.5,4,2,1.45,2.91,OFFLINE_PICK,73.78,13.14545455,11,5,1,3,MATRIX,Y
576813535,Horizon Organic Whole Milk  8 fl oz  12 count,6.5,5.25,8.25,8.25,5.25,1,7.42,7.42,PICK_MODULE,55.34,13.12727273,19,9,2,5,MATRIX,Y
568377402,PLAYMOBIL Ghostbusters Ecto 1,13,5,11,13,5,2,2.11,4.21,PICK_MODULE,299.01,13.10909091,7,4,1,2,MATRIX,Y
569822658,Reese s Chocolate & Peanut Butter Shell Topping  7.25 Oz.,3.5,1.5,6.75,6.75,1.5,6,0.5,3,PICK_MODULE,9,13.09090909,148,75,17,37,MATRIX,Y
566954665,Tim Hortons Original Ground Coffee  Medium Roast  32 Oz Canister,6.5,6,6.5,6.5,6,6,1.4,8.4,PICK_MODULE,91.6,13.05454545,21,10,2,5,MATRIX,Y
576042633,(24 Pack) Friskies Gravy Wet Cat Food Variety Pack  Seafood Prime Filets Favorites  5.5 oz. Cans,8,8,8,8,8,2,0.52,1.04,PICK_MODULE,163.18,13.01818182,10,5,1,3,MATRIX,Y
558203819,Cheetos Crunchy Cheese Flavored Snacks Party Size  17.5 Oz.,9,3.5,13.5,13.5,3.5,6,1.1,6.61,OFFLINE_PICK,72.4,12.94545455,12,6,1,3,MATRIX,Y
573961842,Treasure X King s Gold  Treasure Tomb 34 Piece Playset,5,12,16,16,5,2,5.32,10.64,PICK_MODULE,29.98,12.94545455,5,3,1,1,MATRIX,Y
553772571,Hershey s Special Dark Chocolate Baking Chips  12 Oz.,8.5,1,4,8.5,1,12,0.75,9.03,PICK_MODULE,64.93,12.90909091,154,78,18,39,MATRIX,Y
576257336,Wonder Nation Girl s Quilted Bubble Jacket (Little Girls  Big Girls & Plus),22.75,1,17.25,22.75,1,12,1.15,13.83,PICK_MODULE,77.78,12.83636364,13,7,2,3,MATRIX,Y
555125660,Assurance L/XL Unisex Incontinence Stretch Briefs With Tabs Unisex 16 Ct,11,6.75,9.5,11,6.75,4,3.31,13.24,PICK_MODULE,250.08,12.8,7,4,1,2,MATRIX,Y
575027225,Gillette Fusion5 Men s Razor Holiday Gift Pack,10,9,3,10,3,6,1.2,7.22,PICK_MODULE,71.12,12.78181818,19,10,2,5,MATRIX,Y
575425607,Polly Pocket Teeny Tot Nursery,9,0.1,6,9,0.1,4,0.15,0.6,PICK_MODULE,25.67,12.78181818,972,493,114,243,MATRIX,Y
555125658,Assurance Incontinence Stretch Briefs With Tabs  Unisex  L/XL  32 Ct,10.75,6.75,18,18,6.75,2,6.12,12.25,PICK_MODULE,20.45,12.76363636,4,2,0,1,MATRIX,Y
576257193,Wonder Nation Girl s Quilted Bubble Jacket (Little Girls  Big Girls & Plus),24,1,17,24,1,12,1.35,16.25,PICK_MODULE,122.03,12.76363636,13,7,2,3,MATRIX,Y
576257209,Wonder Nation Girl s Quilted Bubble Jacket (Little Girls  Big Girls & Plus),24,1,17,24,1,12,1.25,15.03,PICK_MODULE,238.69,12.74545455,13,7,2,3,MATRIX,Y
554981934,Lu Petit Ecolier Milk Chocolate European Biscuits  5.29 Oz.,3,1.5,8.25,8.25,1.5,12,0.4,4.81,PICK_MODULE,186.98,12.67272727,141,72,17,35,MATRIX,Y
565522763,Kashi Dark Mocha Almond Chewy Granola Bars 1.2 oz 6 ct,6,1.75,5.75,6,1.75,8,0.5,4,PICK_MODULE,151.66,12.65454545,87,44,10,22,MATRIX,Y
576973432,Time and Tru Cowl Neck Tunic Sweater Women s,12,1,15,15,1,12,0.85,10.23,PICK_MODULE,40.88,12.6,29,15,3,7,MATRIX,Y
574375476,Little Live Scruff a Luvs Plush Mystery Electronic Real Rescue Pet,13.25,11,8.25,13.25,8.25,1,2.51,2.51,PICK_MODULE,147.66,12.54545455,4,2,1,1,MATRIX,Y
564664261,Better Homes & Gardens Vermont White Spruce Jar Candle with Bubble Lid  18 oz,3,7,3,7,3,4,2.31,9.23,PICK_MODULE,36.27,12.54545455,83,42,10,21,MATRIX,Y
574865006,Similac Pro Advance Infant Formula with 2  FL Human Milk Oligosaccharide (HMO) for Immune Support  Ready to Drink Bottles  2 fl oz (48 count),6,5,10,10,5,1,10.99,10.99,PICK_MODULE,61.65,12.54545455,18,9,2,4,MATRIX,Y
576280067,JoJo Siwa iTime Smart Kids Watch 40 mm,6,3.25,3.5,6,3.25,24,0.55,13.22,PICK_MODULE,70.14,12.49090909,77,39,9,19,MATRIX,Y
572031974,Lil  Gleemerz Babies  Aqua Blue  Mini Interactive Figure with Sounds,6,8,2,8,2,4,1.5,6.02,PICK_MODULE,24.42,12.43636364,55,28,6,14,MATRIX,Y
568545945,Diet Coke Mini Can Soda  7.5 Fl Oz  10 Count,4.5,4.25,11.5,11.5,4.25,3,5.32,15.96,PICK_MODULE,60.07,12.43636364,24,12,3,6,MATRIX,Y
550472600,Mega Bloks First Builders Classic Big Building Bag 80 Piece Set,14,6,12,14,6,4,2.81,11.24,PICK_MODULE,25.67,12.4,5,3,1,1,MATRIX,Y
9244385,Wacky Mac Macaroni & Cheese  5.5 Ounce Box,7.25,1.25,3.5,7.25,1.25,24,0.35,8.43,PICK_MODULE,26.15,12.36363636,166,84,19,41,MATRIX,Y
568329544,,12,3,15.75,15.75,3,3,1.5,4.52,PICK_MODULE,30.65,12.32727273,9,5,1,2,MATRIX,Y
554209317,PAW Patrol Boys Underwear Briefs  5 Pack (Little Boys & Big Boys),8.5,1,5,8.5,1,12,0.4,4.81,PICK_MODULE,160.98,12.27272727,124,63,15,31,MATRIX,Y
552799124,Vicks Warm Moisture Humidifier  V750,12,7.75,14.5,14.5,7.75,2,5.17,10.34,PICK_MODULE,23.24,12.27272727,4,2,0,1,MATRIX,Y
558203820,Fritos Scoops! Corn Chips  Party Size  18 oz,8,4,13,13,4,6,1,6.01,OFFLINE_PICK,44.55,12.25454545,13,6,1,3,MATRIX,Y
575759548,Kool Aid Cherry Liquid Drink Mix  Caffeine Free  1.62 fl oz Bottle,2.5,3.25,1,3.25,1,12,0.15,1.81,PICK_MODULE,27.92,12.21818182,646,327,76,161,MATRIX,Y
576257200,Wonder Nation Metallic Quilted Bubble Jacket (Little Girls  Big Girls & Plus),23,1,17,23,1,12,1.3,15.64,PICK_MODULE,40.83,12.2,13,7,2,3,MATRIX,Y
574584388,Pinkfong Baby Shark Official Song Puppet with Tempo Control   Baby Shark   Interactive Preschool Plush Toy   By WowWee,5.5,5.5,10.25,10.25,5.5,6,0.45,2.71,PICK_MODULE,30.79,12.2,17,9,2,4,MATRIX,Y
575130655,Sesame Street Love to Hug Elmo: Talking  Singing  Hugging,9.5,15.5,4,15.5,4,2,3.31,6.62,PICK_MODULE,82.09,12.18181818,9,5,1,2,MATRIX,Y
576257208,Wonder Nation Girl s Quilted Bubble Jacket (Little Girls  Big Girls & Plus),24,1,17,24,1,12,1,12.03,PICK_MODULE,23.51,12.16363636,13,7,2,3,MATRIX,Y
575517150,Ball Glass Mason Jar W/Lid & Band  Wide Mouth  16 Ounces  12 Count,11,5,14.5,14.5,5,1,8.33,8.33,PALLET_FLOW_MODULE,37.63,12.10909091,7,3,1,2,MATRIX,Y
572471953,Luvs Triple Leakguards Diapers Size 1 252 Count,13,13,14.2,14.2,13,1,10.74,10.74,OFFLINE_PICK,39.03,12,2,1,0,1,MATRIX,Y
573954327,Kindi Kids Snack Time Friends  Donatina,5.25,13.5,9.75,13.5,5.25,2,2.06,4.11,PICK_MODULE,29.45,11.85454545,8,4,1,2,MATRIX,Y
567392191,(Pack of 12) Gerber Toddler Baby Food  Fruit & Yogurt Strawberry Banana  3.5 oz Pouch,7,6.5,8,8,6.5,1,3.41,3.41,PICK_MODULE,218.04,11.85454545,14,7,2,4,MATRIX,Y
566759638,Sparkling Ice  Black Raspberry  17 Fl Oz  12 Count,6.75,9.5,9.75,9.75,6.75,1,14.55,14.55,OFFLINE_PICK,62.9,11.78181818,8,4,1,2,MATRIX,Y
570641318,Great Value Ultra Paper Dinner Plates  10 1/16   100 Count,10.5,4.5,10.5,10.5,4.5,2,4.71,9.43,PICK_MODULE,29.57,11.76363636,11,5,1,3,MATRIX,Y
576257337,Wonder Nation Girl s Quilted Bubble Jacket (Little Girls  Big Girls & Plus),23.5,1,17.5,23.5,1,12,1.25,15.03,PICK_MODULE,54.6,11.74545455,13,6,2,3,MATRIX,Y
573954329,Kindi Kids Snack Time Friends  Jessicake,10,13.5,5.5,13.5,5.5,2,2.51,5.01,PICK_MODULE,78.96,11.74545455,7,4,1,2,MATRIX,Y
555975109,Olde Thompson Himalayan Pink Salt  8.3 OZ,2.5,6,2.5,6,2.5,6,1.1,6.61,PICK_MODULE,132.97,11.72727273,140,71,16,35,MATRIX,Y
576973226,Gatorade 32 oz Squeeze Bottle  1 Count,10,3,3,10,3,48,0.2,9.63,PICK_MODULE,123.69,11.69090909,58,30,7,15,MATRIX,Y
9574066,Arizona Green Tea with Ginseng and Honey  11.5 Fl. Oz.  12 Count,9,6,11,11,6,1,9.83,9.83,PICK_MODULE,21.81,11.63636364,9,4,1,2,MATRIX,Y
575614651,Fujifilm Instax Mini 7s Instant Camera (with 10 pack film)   Lavender,6.5,9.5,4,9.5,4,4,1.2,4.81,PICK_MODULE,34.83,11.61818182,21,11,2,5,MATRIX,Y
554576310,VTech Spin & Learn Color Flashlight,7,8.75,3.5,8.75,3.5,2,0.75,1.5,PICK_MODULE,61.42,11.6,24,12,3,6,MATRIX,Y
577131004,Roku Express+ HD Streaming Media Player 2019,4.25,6.55,2,6.55,2,12,0.6,7.22,PICK_MODULE,55.09,11.6,94,48,11,24,MATRIX,Y
573995893,Play Doh Tootie the Unicorn Ice Cream Set with Color Swirl Compound,12,3.25,12,12,3.25,3,1.8,5.41,PICK_MODULE,91.93,11.58181818,11,6,1,3,MATRIX,Y
574256622,Great Value Everyday To Go Cups  Lids & Sleeves  16 fl oz  20 Count,5,11,8.5,11,5,8,0.9,7.22,PICK_MODULE,54.14,11.56363636,11,6,1,3,MATRIX,Y
563432365,Great Value Double Zipper Storage Bags  Quart  120 Count,4.75,7,4.5,7,4.5,6,1.35,8.12,PICK_MODULE,72.09,11.54545455,35,18,4,9,MATRIX,Y
557096409,Sumo Medium Red High Quality Rubber Dog Play Toy  Medium,7,3.25,9,9,3.25,2,0.6,1.2,PICK_MODULE,70.78,11.52727273,26,13,3,6,MATRIX,Y
553480513,Mainstays 16  x 20  Trendsetter Poster and Picture Wall Frame  Black,21.75,0.81,17.5,21.75,0.81,4,1.75,7.02,PICK_MODULE,127.84,11.52727273,17,9,2,4,MATRIX,Y
575643717,Fujifilm Instax Mini 7s Instant Camera (with 10 pack film)   Seafoam Green,7,9.5,4.5,9.5,4.5,4,1.2,4.81,PICK_MODULE,21.11,11.52727273,18,9,2,4,MATRIX,Y
574950731,EV1 from Ellen DeGeneres Night Night Plaid Pajama Set Women s,16,1,12,16,1,12,0.85,10.22,PICK_MODULE,193.4,11.50909091,27,14,3,7,MATRIX,Y
562948036,Spin Master Games   Wobbly Worm,10.5,3.25,10.5,10.5,3.25,3,1.71,5.12,PICK_MODULE,158,11.45454545,15,7,2,4,MATRIX,Y
571323008,Bigelow  Classic Oolong Tea  Tea Bags  20 Ct,3,2.75,5.25,5.25,2.75,6,0.2,1.2,PICK_MODULE,80.02,11.45454545,121,61,14,30,MATRIX,Y
554266349,Duncan Hines Classic Dark Chocolate Fudge Cake Mix 15.25 oz,5.4,7.1,1.8,7.1,1.8,12,1.05,12.64,PICK_MODULE,75.73,11.45454545,76,39,9,19,MATRIX,Y
550420657,Capri Sun Strawberry Kiwi Flavored Juice Drink Blend  30 ct   6 fl oz Pouches,9.5,5.75,11,11,5.75,1,13.1,13.1,PICK_MODULE,58.58,11.43636364,9,4,1,2,MATRIX,Y
567211118,Peppa Pig and Family (6 PK),9,9,10,10,9,5,0.55,2.75,PICK_MODULE,238.47,11.41818182,6,3,1,2,MATRIX,Y
563235938,Pink Fizz Lulu s Ultimate Make Up Palett,11,1,14,14,1,6,0.85,5.11,PICK_MODULE,101.69,11.38181818,34,17,4,9,MATRIX,Y
576040275,Krusteaz Chocolate Chunk Supreme Muffin Mix  18.25 oz,5.6,7.5,1.75,7.5,1.75,12,1.25,15.03,PICK_MODULE,57.39,11.36363636,71,36,8,18,MATRIX,Y
550408531,Maybelline The Colossal Cat Eyes Waterproof Mascara  Glam Black  0.31 fl. oz.,2.75,0.75,5.75,5.75,0.75,72,0.05,3.5,PICK_MODULE,261.78,11.36363636,443,224,52,110,MATRIX,Y
567906776,Mott s Applesauce  4 oz Cups  18 Count,9,3,9.5,9.5,3,1,5.06,5.06,PICK_MODULE,83.11,11.36363636,20,10,2,5,MATRIX,Y
567132351,Kinetic Sand  Beach Day Fun Playset with Castle Molds  Tools  and 12 oz. of Kinetic Sand for Ages 3 and Up,8.75,2.25,7.75,8.75,2.25,4,1.25,5.02,PICK_MODULE,267.38,11.36363636,34,17,4,9,MATRIX,Y
575619123,Crest Cavity & Tartar Protection Toothpaste  Whitening Baking Soda & Peroxide  5.7 oz  Pack of 3,9.5,2.55,6.75,9.5,2.55,4,1.25,5.01,PICK_MODULE,114.51,11.27272727,32,16,4,8,MATRIX,Y
9577356,Welch s Island Fruits Fruit Snacks  0.9 Oz.  22 Count,9,2.5,6.5,9,2.5,6,1.56,9.33,PICK_MODULE,56.54,11.25454545,36,18,4,9,MATRIX,Y
577622420,Clif Builder s Protein Bar  Vanilla Almond  20g Protein  6 Ct,5.5,2.5,5.5,5.5,2.5,6,1,6.01,PICK_MODULE,82.24,11.2,69,35,8,17,MATRIX,Y
573929827,PAW Patrol  Rockys Recycle Truck Vehicle with Collectible Figure  for Kids Aged 3 and Up,7.5,4,7.5,7.5,4,3,0.6,1.81,PICK_MODULE,600.05,11.2,23,12,3,6,MATRIX,Y
572509691,Cascade Platinum Dishwasher Rinse Aid  30.5 fl oz,4,9.5,2.75,9.5,2.75,6,2.16,12.94,PICK_MODULE,27.6,11.18181818,50,25,6,13,MATRIX,Y
575759601,Godiva White Chocolate Vanilla Bean Pudding Mix  3.9 oz Box,3.5,1.5,3,3.5,1.5,14,0.35,4.89,PICK_MODULE,49.68,11.18181818,333,169,39,83,MATRIX,Y
575027230,Gillette Venus ComfortGlide plus Olay Coconut Women s Razor Holiday Gift Pack,12.25,9.75,2.25,12.25,2.25,6,1.86,11.14,PICK_MODULE,53.46,11.14545455,20,10,2,5,MATRIX,Y
